
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444428087044 ;PR ;ARAPONGAS ;JARDIM AEROPORTO ;RUA MARIANINHA, N. 240, Apto 1, BL 03 ;66.870,60;118.000,00;43.33;Apartamento, 0.00 de área total, 43.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428087044
 8444424684048 ;PR ;ARAPONGAS ;CENTRO ;RUA PIUI DE TOPETE, N. 311, CS 02 LT 05 QD 09 RES TEREZA MORCIANI ;87.744,30;147.000,00;40.31;Casa, 0.00 de área total, 58.65 de área privativa, 102.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424684048
 8787707870961 ;PR ;ARAPONGAS ;JARDIM MONACO ;RUA TIRIBINHA, N. 470, Apto 501, BL 06 ;79.200,00;132.000,00;40.00;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707870961
 8787708338392 ;PR ;ARAPONGAS ;JARDIM MONACO ;RUA TIRIBINHA, N. 470, Apto 201, BL 13 ;74.400,00;124.000,00;40.00;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708338392
 8444413392474 ;PR ;ARAPONGAS ;JARDIM SAN RAFAEL III ;RUA CHOCA BARRADA, N. 517, LT 08 QD 52 ;88.200,00;147.000,00;40.00;Casa, 0.00 de área total, 50.52 de área privativa, 118.30 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413392474
 8444417310561 ;PR ;ARAPONGAS ;JARDIM HERMINIO E MARIA ;RUA QUIRI QUIRI, N. 238, QUADRA 08 ;88.200,00;147.000,00;40.00;Casa, 0.00 de área total, 51.35 de área privativa, 148.71 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417310561
 8787702399284 ;PR ;ARAPONGAS ;JARDIM SANTO ANTONIO ;RUA ACURANA, N. 377, Apto 202, BL 05 ;98.000,00;140.000,00;30.00;Apartamento, 0.00 de área total, 42.54 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702399284
 10171221 ;PR ;ARAPONGAS ;GLEBA ARAPONGAS ;RUA ANDORINHA DAS TORMENTAS, N. 00, LT 9/10, SUB LT 354/354 A -01 ;1.311.339,90;1.807.000,00;27.43;Terreno, 0.00 de área total, 0.00 de área privativa, 9113.24 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171221
 8787700464763 ;PR ;ARAPONGAS ;JARDIM SANTO ANTONIO ;RUA ACURANA, N. 377, Apto 404, BL 03 GARAGEM 34 ;138.203,73;140.000,00;1.29;Apartamento, 0.00 de área total, 42.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700464763
 8444428137807 ;PR ;ARAPONGAS ;JARDIM HERMINIO E MA ;RUA ANDORINHA DO MAR, N. 376, LT 08 QD 3 ;194.000,00;194.000,00;0.00;Casa, 0.00 de área total, 60.34 de área privativa, 164.69 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428137807
