
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444424724597 ;PI ;ALTOS ;SANTA LUZ ;RUA II, N. 585, QUADRA J  LOTE 19 ;66.255,07;108.917,91;39.17;Casa, 0.00 de área total, 64.90 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424724597
 8444407459597 ;PI ;ALTOS ;SANTA INÊS ;AVENIDA CESAR LEAL, N. 1307 ;49.405,10;78.470,63;37.05;Casa, 45.11 de área total, 45.11 de área privativa, 155.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407459597
 8444420066498 ;PI ;ALTOS ;SÃO SEBASTIÃO ;RUA JOSE OLINDO, N. 640, LT 26, QD C, RUA VI ;62.628,97;99.474,23;37.05;Casa, 0.00 de área total, 52.63 de área privativa, 250.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420066498
 8444406948713 ;PI ;ALTOS ;CENTRO ;RUA XII, N. Nº 32, QD S, LT 06 ;52.067,92;82.700,00;37.04;Casa, 0.00 de área total, 64.50 de área privativa, 312.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406948713
 8444425547842 ;PI ;ALTOS ;RESIDENCIAL SAO JOSE ;RUA II, N. 391, LOTE 26  QUADRA F ;63.080,06;97.046,25;35.01;Casa, 0.00 de área total, 56.43 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425547842
 8444425197728 ;PI ;ALTOS ;SANTA INÊS ;RUA PROJETADA, N. 23, QK1 ;86.497,53;125.486,05;31.08;Casa, 0.00 de área total, 58.42 de área privativa, 205.62 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425197728
 8444427152136 ;PI ;ALTOS ;SÃO SEBASTIÃO ;RUA A-06, N. 23, QD 08 LT 15 ;116.761,11;130.000,00;10.19;Casa, 0.00 de área total, 55.14 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427152136
 8555536437214 ;PI ;ALTOS ;SANTA LUZ ;RUA I, N. 396, LT 09 QD C ;72.440,45;78.414,34;7.62;Casa, 0.00 de área total, 45.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536437214
 8444405670940 ;PI ;ALTOS ;BOCA DE BARRO ;RUA CANDIDO DE ALMEIDA, N. 701, . ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 82.19 de área privativa, 285.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405670940
 8444411809270 ;PI ;ALTOS ;BACURIZEIRO ;RUA DINAMARCA, N. 341, . ;81.000,00;81.000,00;0.00;Casa, 0.00 de área total, 52.58 de área privativa, 261.50 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411809270
