
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444403259269 ;PA ;ANANINDEUA ;CENTRO ;RUA JOSE LIMA RUA DA APZA, N. 0, LT 50 ;154.394,00;239.000,00;35.40;Casa, 0.00 de área total, 116.22 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403259269
 1555519178500 ;PA ;ANANINDEUA ;ICUI-GUAJARA ;ESTRADA ESTRADA SANTA MARIA, N. SN, LT 14 QD D ;118.218,00;183.000,00;35.40;Casa, 164.00 de área total, 164.00 de área privativa, 144.00 de área do terreno,  3 qto(s), a.serv, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555519178500
 1555509016140 ;PA ;ANANINDEUA ;CIDADE NOVA ;TRAVESSA WE76, N. 1091-A ;133.076,00;206.000,00;35.40;Casa, 125.00 de área total, 125.00 de área privativa, 184.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555509016140
 1444410941835 ;PA ;ANANINDEUA ;COQUEIRO ;TRAVESSA LIBERDADE, N. SN, LT 4 QD 115 ;158.541,10;210.000,00;24.51;Casa, 0.00 de área total, 70.00 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410941835
 8444403608920 ;PA ;ANANINDEUA ;AGUAS BRANCAS ;RUA ANA CRISTINA ALAMEDA ALCINA MIRANDA, N. 62, LT 04 ;68.286,41;87.000,00;21.51;Casa, 0.00 de área total, 56.36 de área privativa, 108.56 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403608920
 8555528265140 ;PA ;ANANINDEUA ;COQUEIRO ;RODOVIA MARIO COVAS, N. 640, Apto 4, BL 04 ;199.150,50;234.000,00;14.90;Apartamento, 0.00 de área total, 57.87 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528265140
 1444414129337 ;PA ;ANANINDEUA ;ICUIGUAJARA ;RUA SN 09, N. SN, LT 24 QD 17 ;104.000,00;104.000,00;0.00;Casa, 0.00 de área total, 60.95 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414129337
 8320000000768 ;PA ;ANANINDEUA ;centro ;QUADRA DEZESSEIS A AV ZACARIAS DE ASSUNCAO, N. 15, QD 16 ;198.000,00;198.000,00;0.00;Casa, 0.00 de área total, 122.10 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8320000000768
 8555536213901 ;PA ;ANANINDEUA ;MAGUARI ;ESTRADA DO MAGUARI, N. SN, Apto 401, BL 63 ;184.000,00;184.000,00;0.00;Apartamento, 0.00 de área total, 55.07 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536213901
 1555522558318 ;PA ;ANANINDEUA ;COQUEIRO ;RODOVIA DO MARIO COVAS, N. 638, Apto 201, LT 1 BLOCO LILAS B ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 58.25 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555522558318
