
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444409257550 ;RN ;CANGUARETAMA ;LAGOA DE SAO JOAO ;RUA OCEANIA PROJETADA 7, LT 03, QD B ;41.731,26;75.300,00;44.58;Casa, 0.00 de área total, 63.00 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409257550
 8444410494225 ;RN ;CANGUARETAMA ;LAGOA DE SAO JOAO ;RUA PROJETADA 7, N. SN, LT 10. QD E ;55.697,10;100.500,00;44.58;Casa, 0.00 de área total, 63.00 de área privativa, 231.04 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410494225
 8444406902179 ;RN ;CANGUARETAMA ;LAGOA DE SAO JOAO ;RUA OCEANIA PROJETADA 7 N 00 D10, N. SN, QD D LT 10 ;45.336,00;80.000,00;43.33;Casa, 58.69 de área total, 58.69 de área privativa, 231.04 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406902179
 8444408785455 ;RN ;CANGUARETAMA ;CENTRO ;RUA PROJETADA 7, N. SN, LT 24 QD D ;111.060,00;85.000,00;0.00;Casa, 0.00 de área total, 64.00 de área privativa, 231.04 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408785455
 8444412432510 ;RN ;CANGUARETAMA ;LAGOA DE SAO JOAO ;RUA OCEANIA PROJETADA 07, N. SN, LT 12 QD B ;120.994,55;85.000,00;0.00;Casa, 0.00 de área total, 64.00 de área privativa, 231.04 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412432510
 8444407835769 ;RN ;CANGUARETAMA ;LAGOA DE SAO JOAO ;RUA OCEANIA ANTIGA RUA PROJETADA 07, N. SN, LT 22 QD D ;118.992,81;60.000,00;0.00;Casa, 0.00 de área total, 64.00 de área privativa, 231.04 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407835769
 8444410831396 ;RN ;CARNAUBAIS ;CASINHAS ;AVENIDA VEREADOR GIANNY MARA PEREIRA WANDERLEY, N. SN, LT 160 ;25.686,60;62.000,00;58.57;Casa, 0.00 de área total, 45.30 de área privativa, 291.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410831396
 8444411372204 ;RN ;CARNAUBAIS ;CASINHAS ;AVENIDA VER GIANNY MARA PEREIRA WANDERLEY, N. S/N, LOTE 133-A ;32.485,18;76.113,37;57.33;Terreno, 0.00 de área total, 0.00 de área privativa, 291.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411372204
 8444408679299 ;RN ;CARNAUBAIS ;CASINHAS ;AVENIDA VEREADOR GIANNY MARA PEREIRA WANDERLEI, N. SN, LT 78 ;27.742,00;65.000,00;57.32;Casa, 0.00 de área total, 45.30 de área privativa, 291.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408679299
 8444410964426 ;RN ;CARNAUBAIS ;CASINHAS ;AV VER GIANNY MARA PEREIRA WANDERLEY, N. S/N, LT 96 ;29.876,00;70.000,00;57.32;Casa, 0.00 de área total, 45.30 de área privativa, 291.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410964426
