
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444417161592 ;RJ ;ARARUAMA ;VILA CAPRI ;RUA PANDIA CALOGERA, N. 1071, CS 103 ;157.624,00;244.000,00;35.40;Casa, 55.08 de área total, 55.08 de área privativa, 496.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417161592
 1444417596297 ;RJ ;ARARUAMA ;VILA CAPRI ;RUA PANDIA CALOGERA N 1071 101 K20LOT FAZENDA DA P, N. 101 ;161.500,00;250.000,00;35.40;Casa, 0.00 de área total, 59.45 de área privativa, 61.05 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417596297
 1444402625865 ;RJ ;ARARUAMA ;COQUEIRAL ;RUA N SRA DE FATIMA, N. 113, CS 105, QD 67,  TERRENO 1649 ;101.422,00;157.000,00;35.40;Casa, 0.00 de área total, 80.32 de área privativa, 116.58 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402625865
 1444407552041 ;RJ ;ARARUAMA ;PARATY ;ESTRADA ANTONIO GONCALVES JARDIM, N. 838, CS 101 ;125.001,00;193.500,00;35.40;Casa, 0.00 de área total, 63.91 de área privativa, 1.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407552041
 1444406019790 ;RJ ;ARARUAMA ;BANANEIRAS ;RUA DOS JASMINS, N. 109, CS 102, QD U1, LT 02 ;154.700,00;238.000,00;35.00;Casa, 0.00 de área total, 81.46 de área privativa, 248.56 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406019790
 1444418007830 ;RJ ;ARARUAMA ;NOVO HORIZONTE IGUAB ;RUA ARAGARCAS, N. 24, Apto 101, 0 ;146.250,00;225.000,00;35.00;Apartamento, 0.00 de área total, 68.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418007830
 1444405378346 ;RJ ;ARARUAMA ;NOVO HORIZONTE (IGUABINHA) ;RUA R INDAIA, N. 255, N. 255, LOTE Nº 31 DA QUADRA Nº 29 ;128.050,00;197.000,00;35.00;Casa, 102.51 de área total, 102.51 de área privativa, 600.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405378346
 1444416166337 ;RJ ;ARARUAMA ;BOA PERNA ;RUA LUIZ SERGIO, N. 193, CS 103 ;154.050,00;237.000,00;35.00;Casa, 0.00 de área total, 72.40 de área privativa, 135.89 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416166337
 1444408535868 ;RJ ;ARARUAMA ;RIO DO LIMAO ;RUA OSVALDO CAMPOS, N. 373, UNID111 LT41A ;119.600,00;184.000,00;35.00;Casa, 0.00 de área total, 71.00 de área privativa, 74.36 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408535868
 1444414773430 ;RJ ;ARARUAMA ;VILA CAPRI ;RUA DOS CEARENSES, N. 735, CS 102 LT 7 Q 24 ;145.279,55;223.507,00;35.00;Casa, 0.00 de área total, 73.60 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414773430
 1555531181043 ;RJ ;ARARUAMA ;COQUEIRAL ;RODOVIA AMARAL PEIXOTO, N. 90200, Apto 1, LOJA 1 ;155.116,00;238.640,00;35.00;Loja, 0.00 de área total, 108.85 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531181043
 1444415707849 ;RJ ;ARARUAMA ;RIO DO LIMAO ;RUA EDGAR, N. 27, 102 ;119.938,20;174.000,00;31.07;Casa, 0.00 de área total, 75.43 de área privativa, 118.62 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415707849
 1555506481080 ;RJ ;ARARUAMA ;COQUEIRAL ;RUA CAXAMBU, N. 16 ;235.200,00;336.000,00;30.00;Casa, 0.00 de área total, 157.01 de área privativa, 525.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555506481080
 1444417461120 ;RJ ;ARARUAMA ;PARQUE HOTEL ;ESTRADA ARARUAMA RIO BONITO, N. SN, LOTE 7  QUADRA 57 ;187.916,24;254.698,08;26.23;Terreno, 0.00 de área total, 0.00 de área privativa, 490.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417461120
