
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444408716790 ;CE ;FORTALEZA ;EDSON QUEIROZ ;RUA R FRANCISCO NEIVA, N. 2367, LOTE 22 QUADRA 23 ;218.348,00;338.000,00;35.40;Casa, 99.00 de área total, 99.00 de área privativa, 180.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408716790
 1444402421070 ;CE ;FORTALEZA ;JARDIM DAS OLIVEIRAS ;RUA DESEMBARGADOR JUCA FILHO, N. 1482, LT 26 QD 9 ;370.158,00;573.000,00;35.40;Casa, 0.00 de área total, 208.48 de área privativa, 200.02 de área do terreno,  4 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402421070
 1066890215101 ;CE ;FORTALEZA ;PAPICU ;RUA CARLOS BARBOSA, N. 450, Apto 501, 0 ;248.064,00;384.000,00;35.40;Apartamento, 0.00 de área total, 102.88 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1066890215101
 1555521493832 ;CE ;FORTALEZA ;PAPICU ;RUA ANDRADE FURTADO, N. 150, LOJA 04 ;164.730,00;255.000,00;35.40;Loja, 41.67 de área total, 32.00 de área privativa, 0.00 de área do terreno, WC, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555521493832
 1444406896057 ;CE ;FORTALEZA ;VILA VELHA ;RUA 26, N. 691 ;224.808,00;348.000,00;35.40;Casa, 0.00 de área total, 108.00 de área privativa, 228.00 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406896057
 1444407133766 ;CE ;FORTALEZA ;VILA VELHA ;RUA 31, N. 1536 ;321.708,00;498.000,00;35.40;Casa, 0.00 de área total, 360.00 de área privativa, 228.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407133766
 1444405200377 ;CE ;FORTALEZA ;VILA PERI ;RUA COSTA FREIRE, N. 1289 ;206.720,00;320.000,00;35.40;Casa, 0.00 de área total, 165.00 de área privativa, 240.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405200377
 1600000120786 ;CE ;FORTALEZA ;JARDIM GUANABARA ;RUA RAIMUNDO GOMES, N. 220 ;403.104,00;624.000,00;35.40;Casa, 0.00 de área total, 413.82 de área privativa, 206.91 de área do terreno,  1 qto(s), WC, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000120786
 1188800008524 ;CE ;FORTALEZA ;COACU ;RUA MARIA ALMEIDA ANTIGA RUA 03, N. 427, TERRENO 23A ;465.120,00;720.000,00;35.40;Casa, 0.00 de área total, 121.00 de área privativa, 250.00 de área do terreno,  3 qto(s), WC, WC Emp, 4 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1188800008524
 1444405944589 ;CE ;FORTALEZA ;CURIO ;RUA NENEM ARRUDA, N. 1300, CASA 19 QD 19 LT 12 A 18 ;262.276,00;406.000,00;35.40;Casa, 128.31 de área total, 125.33 de área privativa, 127.60 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405944589
 1555520815011 ;CE ;FORTALEZA ;GRANJA LISBOA ;RUA SARGENTO JOAO PINHEIRO, N. 540, QD 152, LT 24 ;135.660,00;210.000,00;35.40;Casa, 0.00 de área total, 80.00 de área privativa, 112.20 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555520815011
 1444411612380 ;CE ;FORTALEZA ;CONJUNTO CEARA II ;RUA 1034, N. 25, QD 258 LT 14 ;279.072,00;432.000,00;35.40;Casa, 250.57 de área total, 250.57 de área privativa, 153.00 de área do terreno,  6 qto(s), WC, 2 sala(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411612380
 1555509096683 ;CE ;FORTALEZA ;FATIMA ;RUA VICENTE NOGUEIRA BRAGA, N. 74 ;214.500,00;330.000,00;35.00;Casa, 0.00 de área total, 119.39 de área privativa, 214.50 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555509096683
 1444408614458 ;CE ;FORTALEZA ;ITAPERI ;RUA  J, N. 2529, RUA BETEL ;149.500,00;230.000,00;35.00;Casa, 0.00 de área total, 85.00 de área privativa, 187.75 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408614458
 8555537299036 ;CE ;FORTALEZA ;PREFEITO JOSE WALTER ;RUA 08H, N. 255, Apto 406, BL D ;125.774,35;193.499,00;35.00;Apartamento, 0.00 de área total, 52.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537299036
 8787706662036 ;CE ;FORTALEZA ;PASSARE ;AVENIDA PALESTINA, N. 1225, Apto 603, TORRE 02 ;123.500,00;190.000,00;35.00;Apartamento, 0.00 de área total, 43.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706662036
 1444402507986 ;CE ;FORTALEZA ;PARQUE DOIS IRMAOS ;RUA C, N. 115 A, 0 ;156.000,00;240.000,00;35.00;Casa, 0.00 de área total, 100.00 de área privativa, 87.50 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402507986
 1444406041086 ;CE ;FORTALEZA ;SAPIRANGACOITE ;RUA RAFAEL TOBIAS, N. 1203, QD 112, LT 1B ;214.900,00;307.000,00;30.00;Casa, 0.00 de área total, 139.73 de área privativa, 260.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406041086
 1444404278232 ;CE ;FORTALEZA ;MONDUBIM ;RUA TORQUESA, N. 42A, 0 ;220.500,00;315.000,00;30.00;Casa, 0.00 de área total, 113.77 de área privativa, 100.00 de área do terreno,  3 qto(s), WC, WC Emp, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404278232
 1444406786286 ;CE ;FORTALEZA ;CIDADE DOS FUNCIONARIOS ;RUA MARIO ALENCAR ARARIPE, N. 1364, Apto 502, QD 30, 5 PAV, VG 18 E 17 ;189.000,00;270.000,00;30.00;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406786286
 1444402777517 ;CE ;FORTALEZA ;COCO ;RUA DOUTOR RIBAMAR LOBO, N. 406, Apto 102, 1 PAVIMENTO ;203.000,00;290.000,00;30.00;Apartamento, 0.00 de área total, 98.80 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402777517
 1444407404522 ;CE ;FORTALEZA ;PAPICU ;RUA JOSE DE BORBA VASCONCELOS, N. 50, Apto 2004, BL 4 COND 01 ;245.000,00;350.000,00;30.00;Apartamento, 0.00 de área total, 72.39 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407404522
 1444407012578 ;CE ;FORTALEZA ;PARANGABA ;RUA PAU FERRO, N. 824, QD B, PARTE LT 12 ;189.000,00;270.000,00;30.00;Casa, 0.00 de área total, 90.00 de área privativa, 198.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407012578
 10181280 ;CE ;FORTALEZA ;PLANALTO AYRTON SENNA ;RUA JOSE LUCAS, N. 534, LOT GRANJAS NOVO HORIZONTE ;1.142.977,50;1.575.000,00;27.43;Loja, 0.00 de área total, 88.00 de área privativa, 3200.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10181280
 1444407435967 ;CE ;FORTALEZA ;SAPIRANGACOITE ;RUA SAO JOAO DEL REI, N. 1859 ;248.638,60;337.000,00;26.22;Casa, 0.00 de área total, 127.48 de área privativa, 260.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 3 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407435967
 1555518432070 ;CE ;FORTALEZA ;MARAPONGA ;RUA CORONEL MANUEL ALBANO, N. 900, Apto 508, BLOCO 06 ;177.072,00;240.000,00;26.22;Apartamento, 0.00 de área total, 101.59 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555518432070
 1444405763673 ;CE ;FORTALEZA ;SIQUEIRA ;RUA PARAISO VERDE, N. SN, QD 06 LT 08 ;51.646,00;70.000,00;26.22;Terreno, 0.00 de área total, 0.00 de área privativa, 216.08 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405763673
 1444406593674 ;CE ;FORTALEZA ;SAPIRANGACOITE ;RUA DR ERNESTO MONTEIRO, N. 2785, 0 ;324.000,00;432.000,00;25.00;Casa, 0.00 de área total, 150.00 de área privativa, 260.00 de área do terreno,  3 qto(s), WC, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406593674
 1444405545153 ;CE ;FORTALEZA ;LAGOA REDONDA ;RUA JOSE ANDRE, N. 101, CASA 09 ;322.500,00;430.000,00;25.00;Casa, 0.00 de área total, 134.30 de área privativa, 182.74 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405545153
 1444405413060 ;CE ;FORTALEZA ;ITAPERI ;RUA DOUTOR JUSTA ARAUJO, N. 1408, 0 ;332.250,00;443.000,00;25.00;Casa, 0.00 de área total, 135.00 de área privativa, 141.52 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405413060
 1444407997817 ;CE ;FORTALEZA ;JARDIM CEARENSE ;RUA JAIME ROLEMBERG, N. 1193, QD 12, LT 02 ;360.000,00;480.000,00;25.00;Casa, 0.00 de área total, 165.00 de área privativa, 175.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407997817
 8555539749373 ;CE ;FORTALEZA ;VILA VELHA ;RUA BETA, N. 188, Apto 404, BL 05 ;130.717,36;164.000,00;20.30;Apartamento, 0.00 de área total, 43.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539749373
 1444408469210 ;CE ;FORTALEZA ;ALDEOTA ;RUA MARCOS MACEDO, N. 770, Apto 1101, 0 ;448.000,00;560.000,00;20.00;Apartamento, 0.00 de área total, 118.49 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408469210
 1555533034714 ;CE ;FORTALEZA ;JOAQUIM TAVORA ;RUA CARLOS VASCONCELOS, N. 2676, Apto 1001, 9PAV QDA ;591.200,00;739.000,00;20.00;Apartamento, 0.00 de área total, 124.13 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533034714
 1555526845834 ;CE ;FORTALEZA ;MUCURIPE ;RUA DOUTOR JOSE LINO, N. 171, Apto 2002, TORRE 01 MIRO ;600.000,00;750.000,00;20.00;Apartamento, 0.00 de área total, 105.69 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555526845834
 8444405099836 ;CE ;FORTALEZA ;MONDUBIM ;RUA 2, N. 202, LT 33A QD 1 ;178.693,34;204.000,00;12.41;Casa, 0.00 de área total, 85.00 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405099836
 1444405801397 ;CE ;FORTALEZA ;ALAGADIÇO NOVO ;RUA MANUEL TEIXEIRA, N. 827, BL B CS 14 ;191.000,00;191.000,00;0.00;Casa, 0.00 de área total, 57.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405801397
 1444405201918 ;CE ;FORTALEZA ;ANTONIO BEZERRA ;AVENIDA MISTER HULL, N. 2933, Apto 1301, BL VIOLETE ;425.000,00;425.000,00;0.00;Apartamento, 0.00 de área total, 69.60 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405201918
 1146900000678 ;CE ;FORTALEZA ;LAGOA REDONDA ;RUA JOSE GAUDENCIO MOREIRA, N. 55, . ;380.000,00;380.000,00;0.00;Casa, 0.00 de área total, 118.68 de área privativa, 136.95 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1146900000678
 1555518457766 ;CE ;FORTALEZA ;LAGOA REDONDA ;RUA ROSA BATISTA, N. 14, A ;227.000,00;227.000,00;0.00;Casa, 0.00 de área total, 85.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555518457766
 8444404982477 ;CE ;FORTALEZA ;JANGURUSSU ;RUA 12, N. 38C, . ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 70.00 de área privativa, 75.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404982477
 8555517200700 ;CE ;FORTALEZA ;MESSEJANA ;RUA JOSE CAVALCANTE SOBRINHO, N. 120, Apto 501, BL 22 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 43.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517200700
 10187457 ;CE ;FORTALEZA ;MONDUBIM ;RUA CASTRO MEIRELES, N. 527, Apto 104 ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 69.86 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10187457
 1444407297106 ;CE ;FORTALEZA ;MONDUBIM ;RUA B, N. 1167, LOTE N 20 QUADRA 7 ;510.000,00;510.000,00;0.00;Casa, 0.00 de área total, 269.68 de área privativa, 200.00 de área do terreno,  4 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407297106
 1444408911398 ;CE ;FORTALEZA ;MONDUBIM ;RUA  IV, N. 181A, . ;236.000,00;236.000,00;0.00;Casa, 0.00 de área total, 114.12 de área privativa, 100.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408911398
 1555522666463 ;CE ;FORTALEZA ;JACARECANGA ;RUA PADRE CONSTANTINO, N. 19, Apto 407, TR 2 MIRANTE VG 205 E 206 ;290.000,00;290.000,00;0.00;Apartamento, 0.00 de área total, 62.40 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555522666463
 8555527464352 ;CE ;FORTALEZA ;JACARECANGA ;RUA MONSENHOR DANTAS, N. 2555, Apto 1306, TIPO B ;285.000,00;285.000,00;0.00;Apartamento, 0.00 de área total, 54.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527464352
 1444415516709 ;CE ;FORTALEZA ;MEIRELES ;RUA BARBOSA DE FREITAS, N. 650, Apto 701A, . ;894.000,00;894.000,00;0.00;Apartamento, 0.00 de área total, 193.70 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415516709
 8787710271992 ;CE ;FORTALEZA ;MARAPONGA ;RUA HOLANDA, N. 574, Apto 304, BLOCO 06 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 44.28 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710271992
 1444403331563 ;CE ;FORTALEZA ;COCO ;RUA DOUTOR GILBERTO STUDART, N. 1959, Apto 302, . ;270.000,00;270.000,00;0.00;Apartamento, 0.00 de área total, 103.97 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403331563
 1444408261741 ;CE ;FORTALEZA ;CAMBEBA ;RUA FULGENCIO CRUZ, N. 216, CS 20 ;366.000,00;366.000,00;0.00;Casa, 0.00 de área total, 92.59 de área privativa, 101.27 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408261741
 8444417796979 ;CE ;FORTALEZA ;CRISTO REDENTOR ;AVENIDA FRANCISCO SA, N. 5286, Apto 505, BLOCO D ;220.000,00;220.000,00;0.00;Apartamento, 0.00 de área total, 52.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417796979
 1444400060780 ;CE ;FORTALEZA ;PAPICU ;RUA JOAQUIM LIMA, N. 950, Apto 502, PAVIMENTO 5 ;333.000,00;333.000,00;0.00;Apartamento, 0.00 de área total, 117.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400060780
 1555527285166 ;CE ;FORTALEZA ;PREFEITO JOSE WALTER ;RUA 03H, N. 97, CASA 13 BLOCO C ;191.000,00;191.000,00;0.00;Casa, 0.00 de área total, 58.37 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527285166
 1787700217741 ;CE ;FORTALEZA ;PREFEITO JOSE WALTER ;RUA 08H, N. 255, Apto 405, BLOCO B ;188.000,00;188.000,00;0.00;Apartamento, 0.00 de área total, 50.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700217741
 1555513623072 ;CE ;FORTALEZA ;SERRINHA ;RUA PROFETA DANIEL, N. 170, ATUAL RUA 03 ;380.000,00;380.000,00;0.00;Casa, 0.00 de área total, 130.72 de área privativa, 162.36 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555513623072
 10171936 ;CE ;FORTALEZA ;VILA UNIAO ;AVENIDA LUCIANO CARNEIRO, N. 1333, ST A, QD N, LJS 09 e 11 ;630.000,00;630.000,00;0.00;Loja, 0.00 de área total, 84.00 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171936
 1444414050145 ;CE ;FORTALEZA ;ENGENHEIRO LUCIANO CAVALCANTE ;RUA CAIO CID, N. 262, Apto 702, TORRE 1 ;535.000,00;535.000,00;0.00;Apartamento, 0.00 de área total, 72.67 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414050145
 8444415498318 ;CE ;FORTALEZA ;SIQUEIRA ;RUA  SAFIRA, N. 115, A ;165.000,00;165.000,00;0.00;Casa, 0.00 de área total, 85.00 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415498318
 8444404681191 ;CE ;FORTALEZA ;CANINDEZINHO ;RUA SAFIRA, N. 137, . ;125.000,00;125.000,00;0.00;Casa, 0.00 de área total, 70.00 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404681191
 1444418186319 ;CE ;FORTALEZA ;PAUPINA ;RUA GARDENIA, N. 603, Apto 209, . ;242.000,00;242.000,00;0.00;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418186319
 8787705473469 ;CE ;FORTALEZA ;PAUPINA ;RUA TROPICAL, N. 20, Apto 8, BLOCO 1 VG 27 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 48.04 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705473469
 8787712166932 ;CE ;FORTALEZA ;PAUPINA ;RUA CENTRAL, N. 100, Apto 107, BL 05 ;173.000,00;173.000,00;0.00;Apartamento, 0.00 de área total, 47.91 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712166932
